GK,work_rate_att,special,overall,potential,pac,sho,pas,dri,def,phy,international_reputation,skill_moves,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_reflexes,Attack,Mid,Def,gk,eur_value
1,2,848,53,61,53,51,54,54,28,50,1,1,11,9,11,18,7,9,13,12,18,16,30,26,25,49,45,22,57,21,52,9,27,10,5,34,15,32,9,12,14,53,51,54,0,0,0,53,0.7
0,2,1331,53,76,68,28,43,43,50,60,1,2,31,18,52,48,25,38,48,48,44,46,66,70,56,52,30,51,70,68,60,30,48,52,21,43,18,49,48,50,50,7,14,6,41,43.625,51.2,0,1.2
0,3,1342,53,66,74,45,49,54,26,47,1,2,49,48,33,54,42,51,41,41,43,54,75,73,65,46,73,52,42,54,48,32,35,20,49,48,50,51,25,31,22,13,8,11,51.5,50.375,38.7,0,1
1,2,911,53,58,50,52,54,51,35,52,1,1,11,16,11,24,20,11,17,13,22,19,36,34,37,53,39,16,55,28,54,12,19,14,9,23,14,25,12,18,15,50,52,51,0,0,0,53,0.6
0,2,1196,53,70,54,27,29,35,53,59,1,2,24,22,54,38,29,30,22,24,24,34,48,58,48,44,52,40,63,56,64,21,49,52,24,24,39,44,48,57,52,15,5,14,34.5,33.625,47.5,0,1.1
0,2,1341,53,73,61,28,34,52,52,56,1,2,47,25,45,29,28,56,31,30,29,41,65,57,60,51,72,28,66,58,55,26,51,56,50,37,34,38,46,55,59,14,13,7,42.75,42.625,49.7,0,1.1
0,2,1469,53,63,67,40,46,53,50,62,1,2,42,40,54,54,34,49,38,33,40,53,65,68,64,55,64,39,61,75,59,41,53,47,54,46,41,46,51,50,49,7,13,13,50.875,51.5,52.8,0,0.8
0,2,1344,53,63,76,49,42,55,19,55,1,3,31,55,50,49,36,51,38,31,44,53,77,76,77,41,68,44,60,67,59,41,31,23,49,45,53,42,15,12,11,11,12,15,52,49.375,35.3,0,1
0,2,1383,53,68,65,49,46,49,35,61,1,2,35,48,56,54,42,47,36,38,49,50,70,60,57,46,56,52,49,60,66,49,51,32,53,44,40,49,34,32,28,9,6,14,51.125,49.25,43.3,0,1.3
0,2,1474,53,63,67,45,54,55,43,45,1,2,53,43,45,57,47,54,44,48,55,52,66,67,68,47,69,55,51,68,34,38,44,37,46,55,45,58,42,45,52,6,12,11,51.125,53.125,48.8,0,0.9
0,2,1422,53,56,62,35,44,47,57,74,1,2,28,32,45,56,27,41,34,32,53,57,52,70,48,56,37,46,62,77,77,31,66,59,41,37,36,48,55,63,57,7,14,8,46.75,49.375,58.3,0,0.7
0,2,1404,53,73,58,40,52,52,43,53,1,2,40,33,46,64,36,50,34,38,54,52,56,59,56,48,65,53,56,56,49,41,59,45,47,51,43,43,35,45,50,7,10,5,48.625,51.375,49.5,0,1.2
0,1,1321,53,64,57,34,33,40,58,62,1,2,30,30,55,38,33,37,30,34,33,35,51,61,55,55,48,46,55,59,67,30,57,57,26,30,45,45,53,63,58,6,12,8,39.125,38.25,51.9,0,0.9
0,2,1456,53,66,62,46,52,53,41,56,1,2,49,43,52,56,39,51,35,40,56,52,61,62,58,52,63,55,63,66,51,42,55,43,51,51,46,41,33,42,49,6,10,6,51.625,52.25,49.3,0,1
0,2,1501,53,64,71,42,49,55,43,50,1,3,36,35,53,60,42,51,39,38,58,52,72,70,74,56,79,55,60,64,41,43,53,40,51,43,47,50,37,43,53,13,14,13,51.625,52.625,49.5,0,1
0,3,1316,53,73,61,26,34,51,53,57,1,2,42,25,48,32,23,53,29,29,23,42,60,61,57,52,65,28,62,63,55,22,54,51,43,39,37,40,47,59,58,5,13,14,42.125,41.625,50,0,1.1
0,2,1343,53,72,66,42,54,51,33,43,1,3,45,44,39,60,35,51,41,38,54,47,70,62,58,46,70,40,48,51,40,41,40,21,46,58,41,59,37,37,31,10,13,14,49.125,51.25,41.7,0,1.2
0,2,1408,53,73,62,36,57,52,39,52,1,3,40,34,43,66,42,50,54,40,65,53,58,65,54,51,64,45,59,43,58,28,45,30,38,57,47,62,37,41,50,14,6,10,47.875,52,47,0,1.2
1,2,804,53,63,52,58,46,52,19,48,1,1,11,6,11,20,5,8,11,12,29,17,22,16,28,47,36,25,53,25,64,5,17,6,5,30,12,37,5,12,10,52,58,52,0,0,0,53,0.7
0,2,1542,53,70,63,43,59,50,49,55,1,2,62,41,45,61,41,45,69,62,58,52,65,61,63,52,62,49,52,50,57,36,59,51,47,50,54,56,44,53,49,15,10,8,50.125,52.25,52.9,0,1.3
0,2,1169,53,63,59,21,25,31,55,60,1,2,25,15,46,25,29,28,29,28,23,27,57,60,42,47,51,34,72,64,61,16,48,52,22,26,39,42,55,60,51,5,9,9,31.375,31.125,47.1,0,0.8
0,3,1391,53,66,61,44,55,51,35,52,1,2,39,46,43,66,36,46,46,44,59,54,62,60,61,50,67,53,59,54,56,33,40,23,47,52,43,57,34,38,40,9,11,5,50.625,52.375,44.6,0,1.1
0,3,1330,53,76,65,50,48,57,26,38,1,3,52,51,42,46,41,58,48,41,43,59,68,62,52,35,63,63,49,41,37,35,34,18,47,51,58,52,22,27,31,7,8,12,51.5,49,36.5,0,1.3
0,2,1340,53,72,59,56,45,54,19,52,1,3,31,60,44,51,48,57,51,30,38,44,67,53,59,56,64,51,58,58,57,53,30,18,45,54,65,50,19,11,20,13,6,8,52.375,49.5,34.2,0,1.2
0,2,1510,53,65,68,43,53,53,45,61,1,2,50,38,55,58,40,48,39,38,56,53,69,67,73,56,67,55,58,59,63,40,57,43,51,51,41,45,43,46,45,15,9,14,52.25,52.875,51.7,0,1
1,2,864,53,53,57,50,46,54,18,52,1,1,9,3,24,38,13,7,7,8,7,35,17,19,19,44,44,33,49,33,48,13,26,18,13,28,9,28,14,13,14,57,50,54,0,0,0,53,0.4
0,2,1343,53,69,64,54,43,61,19,43,1,3,33,54,43,47,54,67,47,28,36,52,67,61,60,49,73,55,50,53,44,54,27,11,45,54,67,47,17,17,18,7,14,13,53.25,50.125,32.8,0,1.3
0,2,1389,53,65,71,38,39,44,49,68,1,2,28,38,47,48,33,41,32,38,39,40,72,70,63,46,58,36,71,71,70,40,60,49,32,38,42,51,44,52,52,6,13,9,43.625,44.25,50.5,0,0.9
1,2,825,53,66,52,54,49,57,27,47,1,1,13,7,10,25,5,5,10,11,15,14,26,27,25,45,46,20,59,23,51,7,19,14,4,39,18,27,8,10,10,52,54,57,0,0,0,53,0.9
0,1,1157,53,70,57,19,32,44,51,61,1,2,24,17,55,40,20,45,23,17,40,46,53,60,33,45,34,28,65,65,62,15,50,51,25,24,19,54,48,53,49,6,9,8,37,38.5,48.9,0,1.1
0,2,1310,53,55,73,51,43,50,17,53,1,2,53,55,48,40,43,49,39,34,31,47,76,70,61,52,56,47,56,57,60,47,30,11,48,49,55,45,12,16,15,14,8,8,51.625,46.875,33.4,0,0.7
0,2,1402,53,67,61,39,43,51,50,60,1,2,30,33,42,53,28,47,38,34,50,50,60,62,66,53,69,61,65,66,59,37,54,49,28,38,41,42,49,54,53,5,5,7,45,47,51.8,0,1.1
0,3,1287,53,69,43,53,38,44,28,59,1,2,30,53,66,48,41,40,29,27,22,45,42,44,49,50,54,55,69,56,65,51,47,25,54,43,62,48,23,25,20,14,15,11,48.75,44,37.2,0,1.3
0,3,1320,53,68,72,51,43,45,18,58,1,3,46,55,46,44,42,40,48,32,30,44,70,73,59,48,62,51,69,57,67,42,32,18,52,48,52,50,15,14,12,10,13,11,50.375,45.625,33.8,0,1.2
0,2,1425,53,58,62,50,39,56,43,53,1,2,46,57,40,43,33,54,31,29,32,52,60,64,68,57,74,46,64,53,53,38,52,54,56,37,55,40,39,42,41,12,14,10,52,48.375,47.5,0,0.7
0,2,1480,53,66,69,44,53,59,38,49,1,3,49,45,44,58,45,56,48,48,55,55,69,69,78,55,80,50,52,66,44,37,38,31,42,49,47,50,40,38,42,11,10,12,51.75,53.5,46.8,0,1.1
0,2,1387,53,64,66,53,40,52,27,52,1,3,39,60,47,41,39,51,57,41,31,50,64,67,56,48,79,48,74,55,58,48,29,32,50,41,56,57,23,24,22,14,9,11,51.375,46.375,37.6,0,1
1,2,812,53,61,55,60,55,50,16,54,1,1,11,8,11,15,8,5,13,14,19,12,16,16,33,32,47,21,57,17,47,8,25,14,8,40,12,23,7,12,10,55,60,50,0,0,0,53,0.7
0,2,1188,53,66,54,27,29,31,52,63,1,2,24,23,55,30,25,28,28,22,26,32,55,53,33,43,47,39,71,62,68,22,50,46,22,35,39,38,45,59,57,9,11,8,33.875,33.625,47,0,1
0,3,1304,53,75,56,51,36,53,20,51,1,2,30,51,59,39,33,53,33,32,30,51,63,51,56,54,63,47,69,55,56,52,28,18,52,43,70,44,17,12,18,15,13,13,50.875,45.75,33,0,1.4
0,2,1339,53,77,61,37,53,56,37,39,1,2,39,39,35,63,37,56,45,38,52,54,56,65,56,40,87,42,54,48,33,26,40,29,40,56,46,52,35,42,44,6,9,11,47.375,51,43.7,0,1.3
0,3,1286,53,60,52,53,42,48,29,54,1,3,37,55,52,50,48,47,36,33,45,50,51,52,48,50,38,54,47,49,57,53,52,28,53,33,45,48,27,25,26,9,14,9,50.25,46.625,38.8,0,0.8
0,2,1191,53,56,54,23,30,30,56,58,1,2,28,15,40,28,23,26,21,27,22,27,55,53,35,44,67,38,71,63,60,21,43,48,35,43,31,45,58,64,56,14,6,9,32.75,33.625,47.6,0,0.6
0,2,1238,53,62,60,28,30,31,53,60,1,2,30,26,47,29,28,23,30,25,27,32,64,57,48,42,56,33,65,64,62,24,50,50,29,35,39,38,44,62,60,15,7,12,34.375,34.5,48.1,0,0.8
0,3,1305,53,65,78,41,44,53,25,41,1,3,48,40,32,44,36,52,35,42,43,49,85,73,65,52,71,51,45,59,34,33,34,23,42,45,40,42,26,23,26,10,13,12,48.375,47.875,37.5,0,1
0,2,1244,53,65,59,25,30,34,52,59,1,2,26,17,53,32,27,29,25,26,31,32,60,59,45,47,69,42,70,60,61,22,49,48,25,30,39,42,47,56,60,9,14,12,34.125,33.875,47.8,0,0.9
1,2,791,53,57,54,52,55,59,19,52,1,1,8,5,10,28,6,10,9,13,23,18,14,23,22,35,27,20,39,31,52,4,26,14,7,36,10,29,6,12,11,54,52,59,0,0,0,53,0.5
0,2,1334,53,59,54,52,45,59,28,47,1,2,42,56,46,51,39,59,39,34,42,60,51,56,56,54,67,46,62,51,51,52,27,19,51,43,48,45,26,31,24,7,7,16,53.375,50.875,38.5,0,0.8
0,2,1449,53,66,60,43,55,59,42,43,1,2,48,41,46,65,40,58,45,41,58,58,58,61,62,54,74,54,55,33,45,34,46,29,50,48,48,61,41,47,49,10,10,14,52.5,53.625,47.4,0,1
1,2,1050,53,62,55,45,51,58,48,53,1,1,18,14,21,32,21,14,19,18,18,20,48,48,37,48,60,24,52,34,58,17,26,25,11,19,29,29,16,20,21,55,45,58,0,0,0,53,0.7
0,2,1294,53,63,61,52,40,52,27,40,1,3,39,54,56,44,50,51,44,37,34,53,63,60,60,40,56,52,44,52,41,47,22,22,55,39,53,41,26,23,20,9,13,7,51.125,46.375,34.8,0,0.9
0,2,1396,53,69,54,34,53,54,48,50,1,3,45,31,46,61,28,55,40,37,55,50,53,55,61,56,57,46,56,46,46,28,61,49,40,55,43,48,41,53,51,9,15,8,47.125,51.375,50.8,0,1.2
0,2,1407,53,62,70,40,41,53,49,54,1,2,50,34,49,41,31,56,35,40,35,47,71,69,55,48,62,48,54,58,53,47,53,47,47,40,43,39,50,48,52,13,11,7,48.125,47,49.7,0,0.8
0,2,1451,53,69,66,38,51,50,43,61,1,2,43,29,48,60,39,48,40,33,55,49,62,69,54,56,63,55,61,63,61,33,60,43,56,47,45,48,41,43,45,12,9,11,49.625,51.625,50.2,0,1.3
0,2,1312,53,67,71,28,37,45,50,58,1,2,50,22,54,40,37,43,29,20,28,41,74,68,57,42,61,37,72,60,61,25,44,46,30,33,37,43,45,57,52,9,9,5,40.75,40.25,49.2,0,1.2
0,2,1335,53,65,70,27,43,52,52,43,1,2,40,24,43,51,31,50,33,31,45,46,66,73,69,46,77,24,52,54,36,29,42,56,46,38,30,53,51,54,51,11,13,6,43.625,46.5,50.2,0,0.9
0,2,1316,53,70,70,30,39,46,52,59,1,2,46,38,50,40,23,45,27,33,38,42,72,68,60,52,47,20,55,53,66,22,48,52,39,34,32,31,50,55,53,14,15,11,43.75,43,50.9,0,1.1
0,2,1313,53,65,70,27,37,53,47,56,1,2,43,26,41,38,22,52,26,26,30,48,68,71,67,49,66,29,59,64,57,24,42,48,44,39,34,50,39,54,56,8,12,12,44,44.375,49.1,0,0.9
0,2,1395,53,66,62,34,34,52,54,63,1,2,39,22,46,36,28,55,27,29,31,44,61,62,60,53,57,66,63,62,67,20,55,47,44,31,72,73,55,61,56,9,10,7,44.375,42,51.2,0,1
0,2,1427,53,71,67,44,54,61,36,49,1,3,45,43,39,60,40,62,53,47,64,59,66,68,62,49,63,55,59,45,54,36,39,26,47,48,40,61,39,37,42,7,8,7,52.875,53.875,45.3,0,1.2
0,2,1331,53,70,65,48,48,54,28,47,1,3,53,51,35,49,44,51,39,41,43,58,67,63,58,31,73,57,42,51,51,33,33,23,49,48,53,42,24,31,31,6,8,12,50.125,48.625,38,0,1.2
1,2,1093,53,61,49,52,69,54,34,51,1,1,19,15,23,32,17,19,24,21,31,18,34,34,41,46,29,32,40,45,60,25,45,29,13,44,34,47,17,15,16,49,52,54,0,0,0,53,0.7
1,2,821,53,70,59,57,56,54,28,40,1,1,14,9,12,16,7,11,12,12,19,19,21,33,21,48,46,23,51,16,40,9,24,13,5,31,13,26,5,14,11,59,57,54,0,0,0,53,1
0,2,1300,53,63,70,53,38,53,18,49,1,2,25,55,45,42,40,52,38,34,34,46,74,67,63,53,75,51,57,56,55,52,25,10,47,47,57,43,17,18,12,8,5,14,51.125,47.125,32.1,0,1
0,2,1439,53,73,56,43,52,62,35,55,1,2,41,39,47,56,46,63,51,47,60,60,56,56,65,54,58,55,48,44,67,38,39,29,50,53,48,57,34,34,41,8,12,14,53,53.625,44.5,0,1.2
0,2,1518,53,65,64,49,51,54,47,52,1,2,47,48,49,55,38,50,43,40,53,51,67,62,71,59,80,59,67,48,53,49,53,48,41,53,43,42,41,49,50,7,8,15,52.25,52.375,50.7,0,1
1,2,830,53,61,51,54,50,54,26,50,1,1,11,6,11,27,7,12,14,10,27,14,25,27,31,48,32,22,48,18,52,5,17,15,8,42,13,35,5,11,13,51,54,54,0,0,0,53,0.7
0,2,1221,53,62,51,29,31,30,54,59,1,2,31,26,53,32,26,21,30,25,28,31,53,50,52,43,62,35,71,55,64,26,47,54,25,31,41,46,49,58,54,9,11,10,33.125,33,47.4,0,0.8
0,2,1396,53,73,73,32,43,46,50,61,1,2,41,26,46,50,26,41,37,26,46,43,74,72,71,48,66,52,74,63,67,28,42,52,29,34,40,39,47,52,49,11,8,9,42.875,44.125,51.1,0,1
0,2,1295,53,62,49,56,37,52,20,47,1,2,30,63,55,38,41,48,39,32,30,52,46,51,59,51,69,49,70,54,46,50,34,13,51,48,64,48,19,15,20,9,14,16,50.25,45.25,32.3,0,0.9
0,2,1416,53,61,56,40,51,54,47,53,1,2,52,35,49,56,41,52,31,31,53,54,58,55,57,49,67,44,54,63,49,47,48,47,48,52,40,46,47,48,44,12,9,5,49.125,51.625,50.6,0,0.9
1,2,771,53,70,55,51,45,54,21,54,1,1,13,8,11,15,5,5,10,14,20,12,20,21,30,44,39,15,48,18,45,7,16,14,6,25,19,38,8,14,10,55,51,54,0,0,0,53,1
0,3,1409,53,63,71,31,46,46,45,59,1,2,50,30,49,48,33,42,43,47,47,43,73,69,61,49,62,32,61,75,52,29,56,46,40,40,40,52,39,49,47,11,15,15,44.125,46,49.6,0,0.8
0,2,1311,53,69,71,52,37,47,18,52,1,3,34,53,49,40,44,42,35,33,32,44,73,70,75,50,62,52,68,55,56,51,32,20,53,42,58,46,12,14,13,8,8,10,50.125,44.75,32.8,0,1.2
0,3,1445,53,66,73,49,48,54,34,55,1,2,39,52,47,54,42,52,34,35,50,50,75,72,79,44,64,47,72,64,59,46,30,23,52,54,51,49,33,35,39,11,13,7,52.875,52.5,43.4,0,1.1
0,2,1228,53,64,62,25,31,33,52,63,1,2,34,15,47,32,24,26,29,21,25,35,61,63,41,45,54,43,70,52,77,24,41,52,32,33,43,51,43,63,51,11,12,7,35.75,34.5,47.8,0,0.9
0,2,1324,53,61,65,31,33,49,53,52,1,2,44,31,44,32,30,51,30,31,28,40,66,64,59,51,68,26,61,57,50,30,49,56,44,31,38,50,47,57,58,10,15,11,42.375,41.625,49.7,0,0.7
1,2,859,53,68,55,52,52,53,26,57,1,1,14,8,14,27,9,12,11,13,25,15,20,31,36,38,47,19,58,19,54,7,22,9,7,32,16,30,6,10,11,55,52,53,0,0,0,53,1
0,3,1395,53,55,48,34,38,56,55,52,1,2,53,35,51,34,31,59,36,36,30,46,63,36,58,58,79,27,54,59,45,33,60,56,51,37,47,36,55,55,57,8,14,8,45.75,45,51.3,0,0.6
0,2,1509,53,61,67,53,51,51,43,60,1,2,42,55,48,63,50,48,40,36,54,52,69,65,58,53,61,62,59,61,59,43,61,47,48,45,41,46,37,42,54,8,10,8,53.375,52.875,51.4,0,0.8
0,2,1276,53,71,66,51,42,48,17,43,1,2,36,53,56,48,38,43,44,42,32,49,68,64,60,53,59,49,62,39,48,52,33,11,50,45,60,49,14,12,13,14,6,5,51.125,46.125,31.7,0,1.2
0,1,1057,53,66,39,18,25,40,53,57,1,2,20,17,54,37,13,38,17,13,23,43,40,39,42,53,34,22,56,56,58,18,58,56,16,15,16,51,54,51,46,15,13,10,32.375,33.625,47.4,0,1
0,2,1462,53,68,69,44,53,55,36,52,1,2,42,36,41,61,49,51,43,38,53,52,71,68,73,60,74,53,54,58,55,49,36,30,44,55,45,58,32,42,40,9,13,10,51.5,53.25,46,0,1.2
0,2,1532,53,67,67,51,52,57,52,59,1,2,52,52,48,59,41,58,48,39,53,55,66,68,61,44,68,53,50,67,61,53,48,48,39,41,50,46,49,58,53,11,7,14,52.5,52.5,53.8,0,1.3
0,2,1179,53,65,53,25,28,34,51,63,1,2,23,23,54,28,26,29,29,29,25,33,55,51,42,41,57,35,71,44,78,15,48,47,21,33,36,39,45,57,55,9,11,11,33.125,31.875,45.6,0,0.9
1,2,1055,53,63,58,44,50,59,46,49,1,1,18,16,17,31,18,17,14,20,21,24,45,46,38,52,56,22,54,37,63,12,23,19,17,35,24,22,20,17,19,58,44,59,0,0,0,53,0.7
1,2,802,53,72,50,51,58,57,21,51,1,1,11,7,12,24,7,5,14,11,28,10,17,24,32,44,38,26,49,16,44,6,24,6,4,22,18,23,9,13,14,50,51,57,0,0,0,53,1
1,2,960,53,58,52,54,55,53,37,52,1,1,12,14,16,24,17,15,12,14,22,18,39,36,33,46,58,24,53,37,43,16,22,16,12,31,16,31,14,17,17,52,54,53,0,0,0,53,0.6
0,2,1295,53,70,55,51,40,50,22,58,1,2,29,56,53,47,33,47,41,32,31,49,53,56,58,61,54,50,66,59,67,45,30,19,48,48,64,49,18,19,17,10,11,7,50.875,47.25,35.6,0,1.3
1,2,795,53,63,62,54,53,53,25,42,1,1,13,8,10,15,9,7,14,14,28,13,28,23,24,42,22,23,30,27,64,6,19,11,5,32,11,34,8,14,11,62,54,53,0,0,0,53,0.7
0,2,1433,53,67,73,41,49,52,39,53,1,2,51,35,42,53,34,48,33,44,51,49,74,73,71,51,68,51,53,62,48,47,53,44,49,43,38,55,34,38,45,7,12,12,49.75,50.125,47.5,0,1.3
0,2,1341,53,69,80,39,45,57,27,47,1,3,43,33,37,46,42,54,45,36,40,55,79,80,78,43,71,51,52,52,49,35,32,22,42,52,52,44,24,28,32,8,9,7,49.375,48.625,38.9,0,1.2
0,2,1275,53,71,75,27,47,58,21,40,1,3,50,12,36,49,31,56,52,42,46,53,72,77,80,59,58,41,61,48,36,38,35,31,48,40,28,50,16,14,20,7,12,7,46.875,48.25,37,0,1.2
0,3,1378,53,67,70,27,41,50,50,54,1,2,50,26,35,45,26,50,34,34,23,38,71,69,74,53,77,25,72,66,47,27,50,47,43,43,35,47,52,54,51,12,12,14,42.875,44.25,49.5,0,1.2
0,2,1243,53,61,52,55,35,46,17,52,1,2,30,61,57,40,40,43,34,31,25,46,53,51,52,48,60,52,72,54,58,51,28,11,51,41,55,46,11,16,13,13,13,11,49.25,43.5,30.6,0,0.9
1,2,800,53,63,55,53,48,56,18,46,1,1,11,7,14,23,8,6,12,11,25,14,18,18,32,54,37,20,40,17,53,8,18,11,8,34,11,23,7,12,13,55,53,56,0,0,0,53,0.7
0,2,1376,53,67,48,38,46,49,51,65,1,2,33,34,61,56,38,45,39,34,47,54,41,53,52,54,41,54,48,49,80,33,53,51,33,44,37,53,49,51,47,11,13,13,46.25,47.125,51.7,0,1.1
1,2,801,53,60,51,59,58,51,19,49,1,1,11,8,10,25,7,6,14,14,21,10,21,17,32,48,29,20,32,28,68,6,16,12,5,22,17,33,9,14,11,51,59,51,0,0,0,53,0.6
0,1,1217,53,68,54,27,34,36,51,60,1,2,25,24,53,41,24,25,30,30,38,48,54,54,42,45,60,34,72,58,67,25,43,47,21,28,33,43,46,55,57,10,6,6,35.75,37,48.7,0,1.1
0,2,1299,53,65,62,53,45,48,21,44,1,2,26,58,58,57,32,46,30,26,54,45,63,61,57,53,71,48,62,56,42,50,27,19,46,44,61,41,17,17,11,13,11,15,50.875,49,34.6,0,0.9
1,2,888,52,71,57,43,46,54,36,52,1,1,14,15,11,18,14,15,13,11,21,20,33,38,32,52,54,22,52,18,44,11,17,14,15,21,22,30,14,13,12,57,43,54,0,0,0,52,0.9
1,2,788,52,60,55,49,53,56,20,53,1,1,10,5,13,20,8,8,10,12,29,14,21,19,23,35,24,22,33,25,67,8,28,12,4,26,13,24,9,10,14,55,49,56,0,0,0,52,0.5
0,3,1277,52,68,69,53,37,48,18,46,1,3,32,58,51,40,39,46,35,32,33,43,66,71,68,45,59,43,69,55,48,51,25,15,57,41,56,54,18,12,10,14,14,10,50.125,45.125,31.1,0,1
0,1,1385,52,66,58,35,48,51,48,53,1,2,36,31,48,60,28,50,39,34,55,46,59,57,56,53,72,50,62,49,55,28,52,43,31,39,46,45,46,53,51,11,9,10,44.625,47,50.2,0,1
0,2,1271,52,69,61,27,35,40,52,56,1,2,28,24,48,42,31,33,26,31,37,42,59,62,58,49,62,36,69,64,56,22,43,52,28,31,37,43,49,55,53,15,7,9,38,39.25,49.5,0,0.9
0,2,1312,52,71,61,29,35,46,53,57,1,2,41,29,46,32,26,52,29,30,30,30,64,59,56,48,68,27,66,62,58,25,46,52,39,41,38,41,52,57,56,12,14,11,40.125,40,48.8,0,0.9
0,2,1313,52,67,57,48,48,58,27,51,1,3,45,50,33,50,42,59,42,38,47,57,60,55,62,41,68,58,42,44,62,35,35,21,42,51,55,43,27,29,22,6,13,10,50.25,49.5,37.6,0,1.1
0,3,1386,52,65,52,51,49,53,29,54,1,2,51,51,51,53,46,55,39,41,48,50,50,54,50,57,48,53,82,55,58,52,34,36,57,43,45,46,22,24,25,12,12,11,52.75,50.5,40.8,0,1
0,2,1310,52,66,52,54,41,50,19,46,1,2,29,59,55,48,34,46,42,32,31,49,56,49,62,51,77,54,71,52,46,48,30,11,48,51,66,43,17,13,20,15,14,14,50.125,46.25,32,0,1.1
1,2,927,52,64,54,52,50,52,39,50,1,1,10,7,12,45,8,8,14,14,28,11,45,34,56,43,25,23,59,43,59,6,28,9,6,25,16,32,9,14,12,54,52,52,0,0,0,52,0.7
0,2,1280,52,59,76,49,34,57,22,42,1,2,25,51,42,39,35,53,28,29,26,51,76,76,82,50,80,48,34,51,43,45,29,23,54,43,60,44,18,22,13,11,9,11,51.625,46.75,33.5,0,0.7
0,2,1398,52,55,66,44,50,54,38,53,1,3,46,43,40,54,29,52,48,27,51,56,65,67,60,46,65,47,51,55,52,47,52,45,46,51,45,49,36,38,30,16,9,8,50.5,51.875,45.8,0,0.6
0,2,1522,52,61,64,43,54,53,46,49,1,2,61,25,39,54,23,55,60,61,59,42,65,64,69,49,75,67,69,47,50,58,44,46,51,40,54,32,42,50,55,13,6,7,48.75,49.5,49.7,0,0.7
0,2,1286,52,62,58,29,35,48,52,57,1,2,47,26,39,31,30,50,32,30,29,39,65,53,58,56,46,25,49,59,59,31,51,52,44,38,40,39,49,57,57,7,7,13,41.375,41.75,49.5,0,0.7
0,2,1427,52,63,63,40,50,51,42,59,1,2,40,36,43,60,34,48,35,31,51,49,62,64,62,53,71,49,64,63,58,39,55,37,50,48,37,40,37,48,46,8,7,13,49.25,51,48.7,0,0.9
0,2,1215,52,63,53,26,29,32,53,57,1,2,28,20,49,31,25,25,26,23,25,31,52,54,47,42,65,41,73,64,55,19,49,50,26,34,40,44,47,61,56,12,8,11,32.75,33.25,47.1,0,0.7
0,2,1388,52,70,68,43,50,50,35,47,1,3,38,43,39,54,39,42,45,36,51,50,66,69,76,45,73,41,54,46,49,48,42,25,39,58,46,58,39,36,40,13,14,12,47.5,49.375,42.6,0,1
0,2,1432,52,64,61,49,51,53,38,50,1,3,51,52,42,52,44,51,53,45,50,50,64,59,66,47,69,51,55,60,50,41,38,33,42,51,52,48,34,44,39,5,12,10,49.875,50.5,44.7,0,0.9
0,2,1460,52,61,65,47,54,53,39,47,1,2,46,44,41,63,39,52,43,44,57,49,68,62,57,54,73,50,58,41,51,52,43,38,50,47,48,53,33,40,50,14,12,12,51.5,52.25,46.5,0,0.8
1,2,885,52,73,52,48,52,51,27,54,1,1,13,8,11,37,8,10,14,11,45,16,26,27,39,45,28,21,45,21,62,6,29,14,5,42,14,35,7,14,10,52,48,51,0,0,0,52,1
0,2,1281,52,62,55,54,38,49,20,55,1,2,29,57,52,43,39,47,38,32,32,47,49,59,58,48,61,48,70,54,62,54,33,17,51,42,61,45,20,13,19,11,10,8,49.5,44.875,33.4,0,0.8
0,2,1323,52,68,70,40,46,56,28,52,1,3,44,41,34,46,42,56,45,32,44,51,70,70,62,42,81,40,34,51,57,37,44,21,43,51,44,47,26,32,28,12,10,6,48.375,48,38.9,0,1.1
0,2,1338,52,63,53,51,48,59,20,51,1,2,31,54,54,62,35,62,36,30,44,53,52,53,66,51,61,47,70,66,48,49,33,18,53,51,62,43,12,20,13,8,12,9,53.375,53,36,0,0.8
0,2,1434,52,60,61,41,47,58,47,58,1,2,33,41,44,56,34,58,30,36,55,57,63,60,58,46,66,44,66,54,61,38,54,47,43,46,41,45,45,50,47,10,13,13,49.25,51.375,50.1,0,0.7
0,2,1261,52,69,72,52,37,50,14,51,1,3,30,55,46,38,38,51,35,30,31,43,69,74,56,52,68,50,68,52,60,49,25,12,46,48,61,49,10,10,12,14,9,7,50.125,45.375,30.3,0,1
1,2,1007,52,60,52,55,63,51,39,49,1,1,13,15,14,24,16,16,13,14,29,14,38,39,48,44,42,23,55,35,64,18,25,27,15,45,14,23,15,11,11,52,55,51,0,0,0,52,0.6
0,2,1424,52,52,56,39,56,48,42,45,1,3,55,32,52,64,33,45,41,35,60,41,55,57,60,51,84,52,55,54,37,38,52,38,56,50,48,48,40,39,52,9,6,13,47.875,50.625,47.5,0,0.5
0,2,1392,52,54,66,42,51,52,39,53,1,2,40,39,30,60,27,52,30,39,55,46,64,67,60,60,72,48,50,59,56,43,40,40,35,50,53,35,40,38,47,15,8,13,48.125,51,47.5,0,0.6
0,2,1159,52,59,60,23,28,31,54,54,1,2,22,20,41,33,29,27,23,20,24,26,55,64,43,44,56,35,66,60,54,16,41,51,21,29,31,40,51,61,59,12,11,11,31.75,31.875,47.3,0,0.6
